allan1,allan2
76351,66360
76358,66365
76364,66371
76371,66377
76378,66383
76385,66389
76392,66394
76399,66400
76405,66406
76412,66412
76418,66418
76425,66423
76432,66429
76439,66435
76446,66441
76453,66447
76460,66453
76466,66459
76473,66465
76480,66470
76486,66476
76493,66482
76500,66489
76507,66495
76514,66501
76521,66507
76528,66512
76534,66518
76541,66524
76548,66530
76555,66536
76561,66542
76568,66548
76575,66554
76582,66560
76589,66566
76595,66572
76602,66578
76610,66583
76616,66589
76623,66595
76629,66601
76636,66607
76643,66613
76651,66619
76658,66624
76664,66630
76671,66636
76677,66642
76684,66648
76691,66653
76697,66659
76704,66665
76711,66671
76719,66677
76725,66682
76732,66688
76739,66694
76746,66700
76753,66706
76760,66712
76766,66717
76773,66723
76780,66729
76787,66735
76794,66741
76801,66747
76808,66752
76815,66758
76821,66765
76828,66771
76835,66777
76842,66782
76848,66788
76855,66794
76862,66800
76869,66806
76876,66810
76883,66817
76890,66822
76896,66828
76903,66834
76909,66840
76916,66845
76923,66851
76930,66857
76936,66863
76943,66869
76950,66875
76957,66881
76964,66886
76970,66892
76977,66898
76984,66905
76991,66911
76998,66916
77004,66922
77011,66928
77019,66934
77026,66940
77033,66945
77040,66951
77046,66957
77052,66963
77059,66969
77066,66974
77072,66980
77079,66986
77086,66992
77093,66998
77100,67003
77107,67010
77114,67016
77121,67022
77127,67027
77134,67033
77141,67039
77148,67045
77155,67051
77161,67056
77168,67062
77175,67068
77182,67074
77188,67080
77195,67085
77202,67091
77209,67097
77216,67103
77223,67109
77230,67114
77237,67120
77243,67126
77250,67133
77257,67139
77264,67144
77270,67150
77277,67156
77284,67162
77291,67167
77298,67173
77305,67179
77312,67185
77319,67191
77325,67197
77332,67202
77339,67208
77346,67214
77353,67220
77360,67227
77366,67233
77373,67238
77380,67244
77387,67250
77394,67257
77401,67262
77408,67268
77415,67274
77421,67280
77428,67286
77435,67292
77443,67298
77450,67304
77457,67310
77463,67315
77470,67321
77477,67327
77484,67333
77490,67339
77497,67344
77504,67351
77511,67356
77517,67363
77524,67368
77531,67374
77538,67380
77545,67385
77551,67392
77558,67398
77565,67404
77573,67409
77580,67415
77586,67422
77592,67427
77599,67433
77606,67439
77613,67445
77620,67451
77627,67456
77634,67463
77640,67468
77647,67475
77653,67481
77660,67486
77667,67493
77674,67498
77681,67504
77687,67510
77694,67516
77701,67522
77708,67528
77716,67534
77722,67539
77729,67545
77737,67551
77743,67557
77750,67563
77756,67569
77763,67575
77769,67581
77776,67586
77783,67592
77789,67598
77796,67604
77804,67610
77810,67615
77817,67621
77824,67627
77831,67633
77839,67639
77845,67644
77852,67651
77859,67656
77866,67662
77873,67668
77880,67674
77886,67680
77893,67686
77900,67692
77907,67698
77914,67704
77920,67709
77927,67715
77934,67721
77941,67727
77948,67732
77955,67738
77962,67744
77968,67751
77975,67756
77982,67762
77989,67768
77996,67774
78002,67779
78010,67785
78016,67792
78023,67797
78030,67803
78037,67810
78043,67815
78050,67821
78057,67827
78064,67832
78070,67838
78078,67844
78084,67850
78091,67856
78098,67861
78105,67867
78112,67873
78118,67880
78125,67885
78132,67891
78139,67897
78145,67902
78152,67908
78159,67914
78166,67920
78173,67926
78179,67932
78187,67938
78193,67944
78200,67950
78207,67955
78213,67962
78219,67968
78226,67973
78233,67979
78240,67985
78247,67990
78255,67996
78261,68002
78268,68008
78274,68014
78282,68020
78289,68025
78295,68032
78302,68038
78308,68044
78315,68050
78322,68055
78329,68062
78336,68067
78343,68073
78349,68079
78357,68085
78363,68090
78370,68096
78376,68102
78383,68108
78390,68113
78397,68120
78404,68126
78410,68132
78418,68137
78425,68143
78431,68150
78438,68155
78444,68162
78451,68168
78458,68174
78465,68179
78471,68186
78478,68192
78486,68197
78492,68203
78499,68209
78505,68215
78513,68221
78519,68227
78526,68233
78532,68239
78539,68244
78546,68251
78553,68256
78561,68263
78567,68268
78573,68274
78580,68279
78587,68286
78594,68291
78601,68298
78608,68304
78615,68310
78621,68315
78629,68322
78635,68327
78643,68333
78649,68339
78656,68345
78663,68350
78670,68357
78677,68362
78683,68368
78690,68374
78696,68380
78704,68385
78710,68392
78717,68397
78724,68403
78731,68409
78738,68415
78744,68421
78751,68427
78757,68432
78765,68438
78771,68445
78778,68450
78784,68457
78791,68462
78798,68468
78805,68474
78811,68480
78819,68486
78825,68492
78831,68498
78839,68504
78845,68509
78852,68516
78859,68521
78866,68527
78872,68533
78879,68539
78886,68544
78893,68550
78900,68556
78906,68561
78913,68568
78920,68573
78926,68580
78934,68585
78940,68591
78947,68597
78955,68602
78961,68608
78968,68614
78975,68620
78981,68626
78988,68632
78995,68637
79002,68644
79009,68649
79016,68655
79023,68661
79030,68667
79037,68672
79044,68679
79051,68684
79058,68691
79065,68696
79071,68703
79077,68708
79085,68714
79091,68720
79099,68725
79105,68732
79112,68737
79118,68744
79126,68749
79132,68755
79138,68761
79145,68767
79152,68772
79160,68777
79166,68784
79173,68790
79180,68795
79187,68802
79194,68807
79201,68813
79207,68819
79214,68825
79221,68830
79227,68837
79235,68842
79241,68848
79249,68854
79256,68859
79262,68865
79270,68871
79276,68877
79284,68882
79290,68889
79297,68894
79303,68901
79310,68906
79318,68912
79325,68918
79331,68924
79338,68930
79344,68935
79352,68942
79358,68947
79365,68953
79373,68959
79379,68964
79387,68971
79393,68976
79400,68983
79406,68988
79414,68995
79420,69000
79427,69006
79433,69012
79440,69018
79447,69023
79454,69030
79460,69035
79468,69042
79474,69047
79482,69053
79488,69059
79496,69065
79502,69070
79509,69075
79516,69081
79522,69088
79529,69093
79536,69098
79543,69105
79550,69110
79557,69117
79563,69122
79571,69128
79577,69133
79585,69140
79591,69145
79598,69152
79604,69157
79612,69163
79618,69169
79625,69175
79632,69181
79638,69186
79645,69193
79652,69198
79659,69205
79665,69210
79673,69216
79679,69222
79686,69228
79693,69233
79700,69240
79706,69245
79712,69252
79720,69257
79726,69263
79734,69268
79740,69275
79747,69280
79754,69286
79761,69292
79767,69298
79775,69304
79781,69310
79788,69316
79794,69321
79802,69328
79808,69333
79816,69340
79822,69345
79829,69351
79836,69357
79843,69363
79849,69368
79856,69375
79863,69380
79870,69387
79877,69392
79883,69397
79891,69404
79897,69409
79905,69415
79911,69421
79918,69427
79924,69433
79932,69439
79938,69445
79946,69451
79952,69456
79959,69462
79966,69468
79973,69474
79979,69480
79987,69486
79993,69492
79999,69497
80007,69503
80013,69510
80020,69515
80026,69521
80034,69527
80040,69533
80047,69539
80053,69544
80061,69550
80067,69556
80074,69562
80081,69567
80088,69574
80094,69579
80101,69585
80108,69591
80115,69597
80121,69603
80128,69609
80136,69614
80142,69621
80150,69626
80156,69632
80163,69638
80169,69644
80177,69650
80183,69656
80190,69661
80197,69668
80204,69673
80210,69679
80218,69685
80224,69690
80232,69697
80238,69703
80245,69708
80252,69714
80259,69719
80266,69725
80272,69732
80279,69737
80286,69743
80293,69749
80299,69755
80305,69761
80312,69767
80320,69774
80326,69779
80334,69784
80340,69791
80347,69796
80353,69802
80361,69808
80367,69813
80374,69820
80381,69825
80388,69831
80395,69837
80402,69843
80409,69849
80416,69854
80422,69860
80430,69867
80436,69872
80443,69878
80450,69884
80457,69890
80464,69896
80471,69902
80478,69907
80484,69913
80492,69919
80498,69924
80505,69930
80512,69936
80519,69942
80526,69948
80533,69954
80540,69959
80546,69965
80553,69971
80560,69977
80566,69983
80574,69988
80580,69995
80588,70000
80594,70007
80601,70012
80607,70019
80615,70024
80621,70030
80628,70036
80635,70042
80642,70048
80648,70053
80655,70059
80662,70066
80669,70071
80675,70077
80683,70083
80689,70089
80696,70095
80703,70101
80710,70106
80717,70112
80724,70118
80730,70123
80738,70129
80744,70136
80751,70141
80758,70147
80764,70152
80772,70159
80778,70164
80785,70170
80792,70177
80798,70182
80806,70188
80813,70193
80819,70200
80826,70205
80832,70211
80840,70218
80846,70223
80853,70229
80860,70235
80867,70241
80873,70246
80881,70252
80887,70258
80894,70263
80901,70270
80908,70275
80914,70281
80922,70287
80928,70293
80935,70298
80942,70304
80949,70311
80956,70317
80963,70323
80969,70328
80977,70335
80983,70340
80991,70346
80997,70352
81005,70357
81011,70364
81018,70370
81024,70376
81032,70381
81038,70387
81045,70393
81051,70399
81059,70405
81065,70410
81072,70416
81079,70422
81086,70427
81092,70434
81100,70439
81106,70445
81114,70451
81120,70457
81127,70463
81134,70469
81141,70475
81148,70480
81154,70487
81161,70493
81168,70498
81175,70505
81181,70510
81189,70516
81195,70522
81202,70528
81209,70534
81216,70539
81222,70545
81230,70551
81236,70558
81243,70563
81250,70569
81256,70575
81264,70581
81270,70586
81276,70593
81284,70599
81290,70605
81298,70610
81304,70616
81311,70622
81318,70628
81325,70634
81332,70639
81338,70646
81345,70651
81352,70657
81359,70663
81366,70669
81373,70675
81379,70680
81387,70686
81393,70691
81401,70697
81407,70703
81414,70709
81421,70715
81427,70720
81435,70726
81441,70732
81448,70738
81455,70744
81462,70750
81469,70755
81476,70761
81483,70767
81489,70773
81497,70779
81503,70784
81511,70791
81517,70797
81524,70803
81531,70809
81538,70814
81545,70820
81552,70826
81558,70832
81565,70838
81572,70844
81579,70849
81586,70855
81593,70862
81600,70867
81607,70873
81613,70879
81620,70885
81627,70891
81633,70896
81641,70903
81648,70909
81654,70914
81661,70921
81668,70927
81674,70932
81682,70938
81688,70944
81694,70950
81701,70956
81708,70961
81715,70968
81722,70974
81728,70979
81736,70985
81742,70991
81749,70997
81756,71003
81762,71008
81769,71014
81776,71021
81783,71026
81790,71032
81796,71038
81803,71044
81810,71050
81817,71056
81823,71062
81830,71067
81837,71074
81843,71080
81850,71085
81857,71091
81863,71098
81871,71103
81877,71109
81885,71115
81891,71120
81899,71127
81905,71133
81912,71138
81919,71144
81926,71150
81932,71155
81939,71161
81947,71167
81953,71173
81960,71179
81967,71185
81974,71191
81980,71196
81987,71202
81994,71208
82000,71214
82008,71219
82014,71225
82022,71231
82028,71236
82035,71242
82042,71248
82049,71253
82055,71260
82062,71266
82069,71272
82076,71277
82082,71283
82089,71289
82096,71295
82102,71301
82110,71307
82116,71312
82123,71318
82131,71324
82137,71330
82144,71335
82151,71342
82158,71348
82164,71354
82171,71359
82178,71365
82184,71372
82191,71378
82198,71383
82205,71389
82211,71395
82218,71402
82224,71407
82231,71413
82239,71419
82245,71425
82252,71430
82259,71436
82265,71442
82273,71448
82279,71454
82286,71460
82293,71466
82300,71472
82307,71478
82314,71483
82320,71489
82327,71496
82334,71502
82341,71507
82348,71513
82354,71519
82362,71525
82368,71531
82375,71537
82382,71543
82389,71549
82395,71554
82403,71560
82410,71566
82417,71573
82423,71578
82431,71584
82438,71590
82444,71596
82451,71602
82457,71608
82465,71614
82471,71620
82478,71625
82485,71631
82492,71638
82499,71643
82506,71649
82512,71655
82519,71661
82526,71666
82532,71672
82540,71679
82546,71684
82553,71690
82560,71696
82567,71702
82573,71707
82581,71713
82587,71719
82594,71726
82601,71732
82607,71737
82615,71743
82622,71749
82628,71754
82635,71760
82641,71766
82649,71773
82655,71779
82662,71784
82670,71790
82676,71796
82683,71802
82690,71808
82697,71813
82703,71819
82710,71825
82717,71831
82724,71837
82731,71843
82738,71849
82745,71854
82751,71860
82758,71866
82765,71873
82772,71878
82778,71884
82785,71890
82792,71896
82799,71902
82805,71908
82812,71914
82818,71920
82826,71926
82832,71931
82839,71937
82846,71943
82853,71949
82860,71954
82866,71960
82874,71966
82880,71972
82886,71977
82893,71983
82900,71989
82907,71995
82914,72000
82921,72006
82928,72013
82934,72018
82942,72024
82948,72030
82954,72036
82962,72041
82968,72048
82976,72054
82982,72059
82990,72065
82996,72071
83003,72077
83010,72083
83016,72090
83024,72095
83030,72101
83038,72107
83044,72112
83051,72119
83058,72125
83065,72131
83072,72136
83079,72142
83085,72148
83092,72154
83099,72160
83106,72166
83112,72171
83119,72177
83126,72184
83133,72189
83139,72195
83147,72201
83153,72207
83160,72212
83166,72218
83174,72224
83180,72231
83187,72236
83194,72242
83200,72248
83207,72254
83214,72260
83220,72266
83228,72271
83235,72278
83241,72283
83248,72289
83255,72294
83262,72301
83269,72307
83275,72312
83283,72318
83289,72324
83296,72330
83302,72336
83309,72341
83316,72347
83323,72353
83330,72359
83337,72366
83344,72371
83350,72377
83358,72383
83364,72388
83371,72395
83378,72400
83385,72406
83391,72413
83398,72418
83405,72424
83411,72430
83419,72435
83425,72441
83432,72447
83439,72453
83446,72459
83452,72465
83459,72470
83465,72477
83473,72483
83479,72488
83486,72494
83493,72500
83499,72506
83506,72511
83513,72517
83520,72524
83527,72529
83534,72535
83540,72541
83547,72547
83554,72553
83560,72559
83567,72565
83575,72570
83581,72576
83589,72582
83596,72588
83602,72594
83609,72600
83616,72605
83622,72611
83630,72618
83636,72623
83643,72629
83649,72635
83657,72641
83664,72647
83670,72652
83677,72658
83684,72664
83691,72669
83698,72676
83704,72682
83711,72687
83718,72693
83725,72699
83731,72705
83739,72711
83745,72717
83752,72722
83759,72729
83766,72735
83773,72740
83779,72746
83787,72752
83794,72758
83800,72764
83808,72770
83814,72775
83821,72781
83828,72787
83834,72793
83841,72799
83848,72805
83855,72811
83862,72817
83869,72822
83876,72828
83883,72834
83890,72840
83896,72846
83903,72851
83910,72857
83917,72863
83923,72868
83931,72874
83937,72881
83945,72886
83951,72892
83958,72898
83966,72904
83972,72910
83979,72916
83985,72921
83993,72928
83999,72934
84005,72939
84013,72945
84020,72951
84026,72957
84034,72962
84040,72969
84047,72974
84054,72981
